N,Constituency,Date,Time,InterviewLocation,FutureContact,Age,Sex,PhoneWorks,StateStatus,StateHeaded,CentralGovtPerformance,StateGovtPerformance,VotedLokSabha2019,VotedAssembly2015,ImportantProblem,GovtResponsibleProblem,PartySolveProblem,CampaignInterest,UsedPhone,UsedPhoneSMS,UsedPhoneEmail,UsedPhoneSocialMedia,UsedPhoneVideo,UsedPhoneNewsSites,UsedPhoneInformation,UsedPhoneEducation,UsedPhoneWhatssapp,SocialMediaContactNDA,SocialMediaContactUPA,SocialMediaContactLJP,SocialMediaContactOthers,SocialMediaContactInd,PhoneContactNDA,PhoneContactUPA,PhoneContactLJP,PhoneContactOthers,PhoneContactInd,SMSContactNDA,SMSContactUPA,SMSContactLJP,SMSContactOthers,SMSContactIndependent,WhatsappContactNDA,WhatsappContactUPA,WhatsappContactLJP,WhatsappContactOthers,WhatsappContactIndependent,F2FHomeContactNDA,F2FHomeContactUPA,F2FHomeContactLJP,F2FHomeContactOthers,F2FHomeContactIndependent,F2FStreetContactNDA,F2FStreetContactUPA,F2FStreetContactLJP,F2FStreetContactOthers,F2FStreetContactIndependent,RoadshowContactBJP,RoadshowContactUPA,RoadshowContactLJP,RoadshowContactOthers,RoadshowContactInd,EmailContactNDA,EmailContactUPA,EmailContactLJP,EmailContactOthers,EmailContactInd,NewsConsumptionNewspapers,NewsConsumptionTV,NewsConsumptionRadio,NewsConsumptionSMS,NewsConsumptionSocialMedia,NewsConsumptionWhatsapp,NewsConsumptionCampaignEmails,NewsConsumptionPamphlets,NewsConsumptionPosters,NewsConsumptionF2F,NewsConsumptionInternet,NewsConsumptionYoutube,NewsConsumptionPhonecall,NewsConsumptionFamily,NewsSharingSocialMedia,NewsSharingSMS,NewsSharingWhatsapp,NewsSharingEmail,NewsSharingF2F,AttentiontoNews,BJPNegativeCampaign,RecirculatedNDA,RecirculatedUPA,RecirculatedLJP,RecirculatedOthers,RecirculatedInd,CreatedNDA,CreatedUPA,CreatedLJP,CreatedOthers,CreatedInd,CommentedNDA,CommentedUPA,CommentedLJP,CommentedOthers,CommentedInd,PostedNDA,PostedUPA,PostedLJP,PostedOthers,PostedInd,RalliesNDA,RalliesUPA,RalliesLJP,RalliesOthers,RalliesInd,MeetingsNDA,MeetingsUPA,MeetingsLJP,MeetingsOthers,MeetingsInd,BJPPolicyRamTemple,BJPPolicyCAA,BJPPolicyReservation,BJPPolicyGauRaksha,BJPPolicyChineseApps,BJPPolicyJEENEEET,BJPPolicyLockdown,BJPPolicyCovid,PerformanceLeaderModi,PerformanceLeaderGandhi,PerformanceLeaderYadav,PerformanceLeaderKumar,PerformanceLeaderMajhi,PerformanceLeaderSushilModi,PerformanceLeaderPaswan,PerformanceLeaderKushwaha,PerformancePartyNDA,PerformancePartyUPA,PerformancePartyLJP,PerformancePartyOther,PerformmancePartyInd,Religion,Caste,OrganisationMember,OrganisationName,BirthYear,HouseholdIncome,WhatsappGroups,Flooding
802,Bakhtiarpur,10/19/2020,13:32:00,Khushrupur,180,1,37,1,2,2,4,2,1,1,Corruption,1,1,2,2,1,0,0,0,1,1,0,1,2,1,2,1,1,3,88,1,88,3,3,88,88,3,99,2,88,99,4,99,88,4,99,3,88,2,88,3,88,3,3,3,1,4,3,3,1,88,1,1,5,4,1,5,4,88,1,5,1,2,3,88,4,1,4,5,2,1,3,1,2,1,1,3,88,3,3,88,4,1,5,4,2,5,1,4,2,4,1,2,88,5,1,5,1,4,4,1,88,3,88,4,2,1,2,4,2,1,2,5,2,1,1,1,3,4,2,5,2,5,2,3,1,1,1,NA,1983,25000,1,0
803,Bakhtiarpur,10/19/2020,13:56:00,Khushrupur,180,1,41,1,2,1,5,2,1,1,Robbery,2,1,3,2,1,0,1,0,1,1,0,1,3,3,3,4,4,2,88,1,88,99,1,88,1,88,2,1,88,1,88,2,3,4,1,88,1,1,88,88,2,99,3,99,3,99,88,3,88,1,88,99,4,4,99,5,4,3,1,5,88,99,3,4,3,4,4,3,3,2,88,1,2,1,88,2,3,1,3,5,88,3,1,3,1,5,1,3,3,1,5,88,3,4,2,5,1,2,4,88,3,1,3,4,2,4,2,3,3,2,3,5,3,2,2,5,1,4,1,5,1,1,1,1,1,1,1,NA,1979,15000,1,0
804,Khajauli,10/19/2020,13:31:00,Patna Court,33,2,50,1,3,1,5,5,1,1,Robbery,2,1,1,2,1,0,0,1,0,1,0,1,4,1,4,3,2,4,1,1,3,2,4,1,1,2,3,4,1,1,2,3,4,3,2,4,2,4,2,4,2,4,4,2,4,2,4,4,1,1,1,1,5,1,4,1,1,2,1,88,2,1,88,1,88,2,88,5,5,1,88,2,2,5,1,4,1,2,5,1,5,1,4,5,2,88,2,3,5,1,5,1,3,5,1,4,2,3,5,1,4,1,3,4,4,2,4,3,4,4,4,88,3,2,88,3,2,5,4,1,4,1,1,1,1,1,1,1,1970,56000,3,1
805,Bakhtiarpur,10/19/2020,14:22:00,Khushrupur,180,2,41,1,3,2,5,3,1,1,Corruption,2,2,2,2,1,1,1,0,0,1,0,1,1,3,88,4,2,1,4,1,4,3,3,1,88,99,99,2,88,1,88,88,1,4,88,88,99,1,4,3,88,99,1,4,4,3,88,3,88,1,88,1,2,5,4,5,1,4,1,4,88,3,4,4,1,3,2,4,2,3,2,1,1,3,5,88,1,1,3,99,1,2,1,3,88,2,2,1,3,4,88,2,2,2,1,5,1,2,3,5,1,2,2,4,2,1,1,2,1,1,2,5,2,2,1,3,1,2,2,4,1,1,1,1,1,1,1,NA,1979,14000,1,0
806,Gaya Town,10/19/2020,13:52:00,Patna Court,230,2,46,1,3,1,5,5,1,1,Inflation,2,1,1,2,1,0,0,1,0,1,0,1,4,3,4,3,3,4,2,1,2,4,4,1,1,3,2,4,1,1,2,3,4,2,3,2,3,4,2,3,3,1,4,2,4,2,3,4,1,1,1,1,5,1,3,88,88,2,1,4,1,2,1,4,1,5,88,2,5,1,88,2,3,5,3,5,2,4,5,88,3,5,2,5,2,5,2,5,5,1,5,1,5,5,2,4,5,3,5,2,4,5,2,4,4,2,88,3,4,4,3,99,3,1,99,3,4,5,5,99,2,5,2,1,1,1,1,1,1974,50000,2,0
807,Atri,10/19/2020,14:32:00,Patna Court,233,2,33,2,3,1,5,5,1,1,Un employment,2,1,2,2,1,0,0,1,0,1,0,1,4,3,4,3,4,4,2,1,3,3,4,1,88,3,2,4,1,1,2,4,4,2,4,4,2,4,2,4,2,88,4,2,4,2,3,4,1,1,1,1,5,88,1,88,88,88,88,3,88,88,2,1,88,5,1,1,88,88,1,2,3,5,88,5,2,2,5,1,4,2,4,5,2,4,2,4,5,3,3,1,4,5,1,5,2,4,5,1,4,3,4,4,2,88,4,3,88,88,4,99,88,99,99,99,88,5,88,88,1,5,88,3,1,1,1,1,1987,16000,3,0
808,Bakhtiarpur,10/19/2020,14:49:00,Khushrupur,180,2,42,1,3,1,4,2,1,1,Corruption,2,1,2,2,1,1,0,1,0,1,0,1,2,88,1,3,2,4,1,88,1,4,2,1,1,4,2,2,1,1,4,1,2,4,1,3,3,2,4,1,4,4,3,1,3,88,2,2,1,1,1,1,3,4,1,4,4,2,1,1,4,5,4,3,5,4,3,5,4,2,4,1,2,1,1,4,2,4,4,1,4,3,2,4,2,5,2,4,3,5,1,4,2,3,88,3,1,2,4,1,4,88,4,4,2,2,2,3,1,2,1,4,2,1,1,2,1,2,2,4,1,1,1,1,1,1,1,NA,1978,35000,2,0
809,Atri,10/19/2020,14:58:00,Patna Court,233,2,45,1,3,1,5,5,1,1,Un employment,2,1,1,2,1,0,0,1,0,1,0,1,4,3,4,3,2,4,2,1,2,4,4,1,1,2,3,4,1,1,2,3,4,2,3,1,3,4,2,4,2,3,4,2,4,2,3,4,1,1,1,1,5,2,88,2,88,88,1,88,88,2,88,4,3,1,99,1,5,1,2,2,2,5,1,4,1,1,5,1,4,1,4,5,1,4,3,4,5,88,4,2,5,5,1,3,2,3,5,88,3,88,3,4,2,4,4,2,88,3,4,99,3,1,88,5,4,88,4,1,5,2,1,1,1,4,1,1,1975,8000,3,0
810,Bakhtiarpur,10/19/2020,15:21:00,Khushrupur,180,2,32,1,3,1,5,2,1,1,Corruption,2,1,2,2,1,0,1,0,1,1,0,1,2,1,1,4,1,3,2,1,2,4,2,88,1,4,3,2,1,1,1,4,3,1,4,1,4,3,4,88,2,4,2,99,88,3,4,3,88,1,88,1,5,4,1,5,2,5,1,1,5,2,5,4,2,5,5,3,4,2,5,1,2,5,1,5,88,3,3,5,88,5,88,3,88,4,88,3,4,88,4,88,3,3,2,4,2,3,4,3,88,1,3,4,2,1,1,3,4,2,3,5,2,2,3,2,4,2,2,3,2,5,1,1,1,1,1,NA,1988,22000,1,0
811,Gaya Town,10/19/2020,15:23:00,Patna Court,230,2,46,2,3,1,5,5,1,1,Corruption,2,1,1,2,1,0,0,1,0,1,0,1,4,1,4,3,2,4,2,1,4,2,4,1,1,2,3,4,1,1,2,4,4,2,4,2,3,4,2,4,2,4,88,3,2,4,4,4,1,1,1,1,5,88,2,88,88,1,1,1,1,88,88,2,88,1,5,2,1,4,1,2,2,5,1,5,88,2,5,1,4,88,2,5,1,3,1,2,5,1,4,88,2,5,88,2,1,3,5,88,3,1,3,4,88,2,4,3,88,88,1,99,88,88,88,99,88,88,99,99,1,99,88,1,1,1,1,1,1974,40000,3,0
812,Bakhtiarpur,10/19/2020,15:47:00,Khushrupur,180,2,28,1,3,2,5,1,1,1,Corruption,2,1,3,2,1,1,1,0,0,1,0,1,3,1,88,3,4,1,4,1,4,2,3,88,1,4,4,2,1,1,4,4,2,88,4,3,4,2,88,2,88,3,2,4,2,4,2,3,1,1,1,1,2,5,88,5,4,3,1,88,5,1,4,4,5,4,2,5,1,4,4,2,1,2,3,5,1,1,2,5,1,1,88,3,1,2,1,4,3,4,1,3,1,1,2,5,88,3,3,4,1,2,88,4,2,1,4,1,1,2,1,5,1,2,1,3,1,2,2,5,4,2,1,1,1,1,1,NA,1992,13000,1,0
813,Gaya Town,10/19/2020,15:46:00,Patna Court,230,2,46,1,2,2,5,1,2,2,Corruption,2,2,2,2,1,0,0,1,0,1,0,1,2,1,2,1,2,2,4,1,1,3,1,1,1,4,1,2,1,1,3,1,2,4,2,2,1,2,4,1,3,2,2,4,2,2,2,2,1,1,1,1,2,5,1,1,1,5,1,3,88,3,88,1,5,1,99,2,88,88,2,2,5,88,5,2,3,3,1,5,3,1,1,1,5,2,88,3,88,5,88,1,1,88,5,88,3,88,88,5,88,4,1,1,88,88,4,3,88,88,4,4,88,99,2,4,1,2,2,2,99,2,2,2,1,1,1,2,1974,18000,3,0
814,Phulwari,10/19/2020,16:11:00,Khagaul,188,2,21,1,2,1,1,4,1,2,Un employment,1,1,1,2,1,0,0,0,0,1,0,1,4,1,3,3,2,3,2,1,3,3,3,1,1,4,4,3,1,1,2,3,4,2,3,3,3,4,2,3,3,3,4,2,3,3,3,4,1,1,1,1,2,1,3,2,2,3,1,3,2,3,2,2,2,2,2,3,3,3,3,1,1,2,4,2,3,3,2,3,2,3,3,2,3,4,2,2,1,3,2,2,2,2,3,2,2,2,2,2,2,2,2,4,2,3,3,4,3,4,2,5,3,2,4,3,3,2,2,4,1,1,1,1,1,1,1,NA,1999,25000,1,0
815,Atri,10/19/2020,16:21:00,Patna Court,233,2,30,1,3,1,5,4,1,1,Un employment,2,1,1,2,1,0,0,1,0,1,0,1,4,1,88,1,3,4,2,1,2,3,4,2,1,2,2,4,1,1,2,2,4,2,4,2,4,4,2,88,2,4,4,2,4,2,88,4,1,1,1,1,5,5,88,5,88,1,88,99,99,99,88,99,99,5,5,99,5,88,88,2,3,5,88,3,1,3,5,88,4,2,2,5,88,4,2,1,5,1,3,2,2,5,88,3,88,2,2,5,88,4,3,4,3,2,4,3,4,4,2,5,1,2,4,5,5,2,5,99,2,88,1,2,1,1,1,1,1990,19000,2,0
816,Danapur,10/19/2020,17:53:00,Saguna  more,186,2,29,1,3,2,2,3,1,1,Corruption,2,3,3,2,1,0,0,1,0,1,0,1,88,1,4,4,3,88,3,1,4,3,88,4,1,4,4,88,1,1,4,4,88,2,4,88,3,88,4,4,88,4,88,3,4,4,3,88,1,1,88,1,1,2,1,2,2,2,1,1,2,3,2,2,1,2,1,2,2,2,3,1,2,1,2,1,1,2,1,1,2,2,1,88,2,1,2,2,88,2,1,2,2,1,2,1,2,2,1,2,1,2,2,4,2,3,4,2,4,88,4,5,88,2,3,5,5,4,4,88,4,5,1,1,1,1,1,1,1991,20000,1,0
817,Digha,10/19/2020,18:21:00,Saguna  more,181,2,45,1,2,2,4,88,3,1,Corruption,1,2,2,2,1,0,0,1,0,1,0,1,4,3,4,3,3,4,3,1,3,4,88,4,1,4,2,4,1,1,4,2,4,3,3,88,4,88,3,4,3,3,4,3,4,3,4,4,1,1,1,1,2,1,2,3,1,3,1,1,1,2,3,1,2,2,4,3,1,1,2,1,3,1,2,1,1,3,1,3,1,3,3,1,2,88,1,3,1,2,88,1,2,1,1,3,1,2,1,2,1,3,3,4,4,2,4,3,3,3,3,4,1,2,4,3,5,5,2,4,4,2,1,1,1,1,1,1,1975,20000,1,0
818,Atri,10/19/2020,16:59:00,Patna Court,233,2,28,1,3,1,5,5,1,1,Covind19,2,1,1,2,1,1,0,1,0,1,0,1,4,1,3,3,2,4,2,1,2,3,4,2,1,2,4,4,1,1,2,4,4,2,4,2,3,4,2,3,4,2,4,2,4,2,3,4,1,1,1,1,5,88,88,5,88,2,88,1,88,88,2,1,5,5,99,99,88,99,2,2,3,5,88,3,1,2,5,88,3,2,1,5,88,2,3,2,5,88,4,1,1,5,88,3,2,2,5,88,3,4,1,4,2,88,4,3,2,4,4,99,2,1,99,4,4,4,2,99,1,1,2,2,1,1,1,1,1992,25000,3,0
819,Maner,10/19/2020,18:44:00,Saguna  more,187,2,29,1,2,2,3,2,3,1,Corruption,1,1,1,2,1,0,1,0,0,1,0,1,4,3,3,3,4,88,3,1,4,4,3,3,1,2,1,4,1,1,2,1,4,3,2,2,4,4,2,2,3,2,4,3,3,2,3,4,1,1,1,1,2,88,3,1,1,3,1,2,3,3,3,3,3,1,2,3,3,2,2,2,2,1,3,2,1,2,1,2,2,1,1,1,2,2,1,1,1,2,3,2,1,1,4,4,2,1,1,3,4,3,1,4,4,2,3,4,3,3,4,4,1,3,3,2,3,5,5,5,4,1,1,1,1,1,1,1,1991,25000,1,0
820,Danapur,10/19/2020,19:10;00,Saguna  more,186,2,25,1,3,2,3,2,1,1,Inflation,1,1,1,2,1,0,1,1,0,1,0,1,88,3,4,4,3,4,3,1,4,4,4,3,1,3,3,4,1,1,3,3,4,3,2,3,3,3,4,3,3,3,4,3,4,3,3,4,1,1,1,1,1,1,2,4,2,2,4,2,2,1,3,2,2,3,1,2,3,3,3,1,1,1,3,1,2,2,1,3,1,1,2,1,2,2,1,1,1,2,3,2,2,1,2,2,1,1,88,2,2,1,1,4,3,3,4,2,4,3,3,5,1,5,4,1,1,2,2,3,5,2,1,1,1,1,1,NA,1995,13000,1,0
821,Gaya Town,10/19/2020,17:54:00,Patna Court,230,2,42,1,3,2,5,3,2,2,Inflation,2,2,3,2,1,0,0,1,0,1,0,1,2,1,2,3,4,2,4,1,2,1,3,4,1,4,1,2,1,1,3,1,2,4,2,1,3,2,4,2,2,1,2,4,1,3,2,2,1,1,1,1,5,5,1,5,1,88,88,88,88,1,88,3,88,88,5,5,88,3,88,2,3,88,4,88,3,1,88,5,1,2,1,88,5,1,4,1,88,5,2,88,3,99,5,1,88,4,2,5,1,3,4,3,88,2,88,2,88,2,4,4,2,88,2,5,4,2,88,2,88,1,2,1,1,1,1,1,1978,40000,3,0
822,Bakhtiarpur,10/19/2020,16:14:00,Khushrupur,180,1,39,1,2,2,5,1,1,2,Corruption,1,2,2,2,1,1,1,0,0,1,0,1,2,88,3,88,4,2,4,1,3,88,2,4,1,4,3,4,1,88,2,88,2,3,2,4,2,3,2,2,88,3,3,2,4,2,4,3,1,1,1,1,5,4,88,4,3,3,5,99,1,99,3,1,3,99,2,5,1,2,2,1,2,3,5,1,88,88,2,88,88,2,88,4,2,3,1,99,4,88,1,1,88,5,1,3,1,88,3,5,88,2,1,4,2,1,1,4,2,1,1,5,1,4,1,1,1,5,1,4,2,2,2,3,1,1,1,NA,1981,15000,1,0
823,Bakhtiarpur,10/19/2020,16:38:00,Khushrupur,180,1,33,1,3,2,4,1,2,2,Corruption,2,1,2,2,1,1,0,0,1,1,0,1,2,1,3,2,3,3,2,88,3,88,3,3,1,3,4,3,1,1,2,4,3,4,2,88,3,2,88,3,4,3,3,99,2,88,99,3,1,88,1,99,5,4,88,5,2,3,5,1,5,88,3,4,1,5,4,3,3,2,1,2,1,2,4,1,4,1,2,5,1,3,88,4,3,4,1,88,2,88,88,99,99,2,3,3,1,2,3,1,3,1,2,4,2,1,1,3,3,2,3,4,1,1,1,1,1,2,2,3,1,5,1,3,1,2,1,NA,1987,25000,1,0
824,Bakhtiarpur,10/19/2020,16:59:00,Khushrupur,180,1,28,1,3,2,3,1,1,1,Corruption,2,1,3,2,1,1,0,1,0,1,1,1,3,88,1,99,3,3,88,1,2,88,4,2,99,3,88,3,88,1,88,3,2,88,3,3,88,3,88,3,88,3,4,3,88,2,88,4,1,88,1,88,5,3,88,3,4,3,88,88,5,88,3,3,88,5,3,4,2,3,88,1,1,3,88,2,88,88,1,3,88,4,88,2,88,88,3,99,2,99,88,1,1,2,1,1,2,1,2,1,5,88,2,4,1,1,1,4,1,3,1,5,1,1,1,1,1,4,1,4,5,2,1,1,1,1,1,NA,1992,18000,1,0
825,Bakhtiarpur,10/19/2020,17:26:00,Khushrupur,180,2,42,1,2,2,4,2,1,2,Corruption,2,1,3,2,1,1,0,0,0,1,0,1,4,1,88,88,88,3,88,1,88,2,3,88,1,88,2,2,88,1,88,3,4,3,88,3,88,2,88,3,88,3,4,88,3,88,3,3,88,1,88,1,5,3,99,5,3,3,88,88,1,5,3,1,3,5,3,3,2,3,5,1,3,2,88,88,88,1,3,88,3,88,2,3,1,99,2,88,3,1,2,88,2,2,88,2,3,88,2,4,1,2,88,4,1,2,1,2,3,3,1,5,2,1,1,1,1,1,1,4,1,2,1,1,1,1,1,NA,1978,10000,1,0
826,Bakhtiarpur,10/19/2020,17:47:00,Khushrupur,180,1,31,1,2,2,5,1,1,2,Corruption,2,1,2,2,1,1,0,1,1,1,0,1,3,1,88,4,4,4,1,1,4,4,3,1,1,3,4,4,1,1,2,4,3,4,3,88,88,3,88,4,4,4,3,4,3,4,4,3,1,1,1,1,4,3,88,5,3,4,1,5,3,4,4,3,5,1,3,5,4,3,2,1,3,2,5,1,2,2,3,5,1,5,2,2,5,2,5,88,2,3,88,1,88,3,1,88,1,88,2,3,88,88,88,4,2,1,1,1,1,1,3,5,1,1,1,1,2,1,2,5,1,2,1,1,1,1,1,NA,1989,12000,1,0
827,Gaya Town,10/19/2020,18:21:00,Patna Court,230,2,68,1,3,1,5,5,1,1,Un employment,2,1,1,2,1,0,0,1,0,1,0,1,4,3,2,4,2,4,3,1,2,4,4,2,1,2,4,4,1,1,3,2,4,3,1,88,2,4,1,3,3,4,4,3,4,2,4,4,1,1,1,1,5,5,2,2,1,3,3,99,1,88,88,3,5,5,5,5,5,88,2,3,5,5,1,4,2,2,5,2,5,3,4,5,1,5,2,5,5,2,5,2,3,5,2,5,2,4,5,2,5,2,4,4,2,4,4,2,4,2,3,5,3,4,3,1,5,2,4,99,4,88,1,1,1,1,1,1,1952,6000,2,0
828,Bakhtiarpur,10/19/2020,18:18:00,Khushrupur,180,1,39,1,3,2,5,1,1,1,Corruption,2,1,2,2,1,1,0,0,0,1,0,1,3,2,88,2,88,3,88,99,4,99,4,1,88,4,99,4,1,1,1,99,3,88,88,1,88,3,88,1,88,4,3,4,88,4,99,2,88,1,88,99,5,3,99,5,2,3,1,88,5,1,3,1,3,3,3,4,2,1,88,1,1,2,88,3,88,4,2,88,3,88,88,3,88,2,3,1,2,3,1,3,2,2,4,88,2,2,4,88,2,3,99,4,1,1,1,4,1,3,2,5,1,1,1,1,1,1,2,3,1,5,99,3,1,1,1,NA,1981,10000,1,0
829,Bakhtiarpur,10/19/2020,18:54:00,Khushrupur,180,2,33,1,2,2,4,1,1,2,Corruption,2,1,2,2,1,1,0,0,0,1,0,1,2,4,2,88,4,4,1,1,88,4,3,88,1,3,88,4,88,1,88,4,3,1,88,88,88,3,4,88,2,88,3,3,88,3,88,3,1,1,1,99,5,4,99,5,5,3,1,2,99,88,3,3,3,3,4,2,2,3,88,1,3,1,2,88,1,88,3,88,2,88,2,3,1,3,88,1,3,99,2,99,99,3,2,99,99,99,2,99,99,99,99,4,1,1,1,1,1,1,1,4,1,1,1,1,1,2,1,4,1,1,1,1,1,1,1,NA,1987,15000,1,0
830,Atri,10/19/2020,18:57:00,Patna Court,233,2,25,1,4,1,5,5,1,1,Un employment,2,1,1,2,1,0,0,1,0,1,1,1,4,2,4,3,3,4,2,1,2,4,4,2,1,2,3,4,1,1,1,3,4,2,4,4,2,4,2,4,2,3,4,3,2,4,3,4,1,3,1,1,5,5,2,2,1,3,1,2,1,2,3,1,5,5,88,88,3,1,88,3,5,5,2,4,1,4,5,1,4,3,3,5,2,4,3,2,5,3,5,2,4,5,3,4,3,4,5,2,4,4,2,4,3,3,4,2,4,3,1,5,3,4,5,2,5,4,4,5,1,5,1,1,1,1,1,1,1995,15000,3,0
831,Atri,10/20/2020,12:53:00,Patna Court,233,2,65,1,4,1,5,5,1,1,Un employment,2,1,1,2,1,0,1,1,0,1,0,1,4,2,4,2,3,4,2,1,2,2,4,2,1,3,2,4,1,1,3,2,4,2,3,2,3,4,2,3,2,3,4,2,3,2,3,4,1,1,1,1,5,4,3,4,2,5,2,2,88,88,2,1,5,4,5,3,5,2,1,3,5,5,1,3,2,1,5,3,1,1,2,5,4,5,4,2,5,1,5,2,2,5,2,5,2,4,5,1,5,2,4,4,2,4,3,3,88,3,4,99,3,88,5,3,88,4,4,99,4,88,1,1,1,1,1,1,1955,12000,2,0
832,Gaya Town,10/20/2020,13:15:00,Patna Court,230,2,60,1,4,1,4,5,1,1,Economy,2,1,1,2,1,0,1,1,0,1,0,1,4,2,4,3,3,4,1,1,2,3,4,2,1,2,3,4,1,1,2,3,4,2,2,1,3,4,2,3,1,3,4,2,3,2,1,4,1,1,1,1,5,1,3,1,88,1,88,3,88,1,1,3,88,2,5,1,5,1,1,3,2,5,1,2,3,3,4,1,2,3,2,5,1,2,3,2,5,2,4,1,1,5,1,4,1,3,5,88,4,1,3,4,3,2,4,3,3,2,4,99,88,5,5,5,88,88,88,99,99,5,1,3,1,1,1,1,1960,12000,3,0
833,Gaya Town,10/20/2020,14:42:00,Patna Court,230,2,58,2,4,1,5,5,1,1,Robbery,2,1,1,2,1,0,0,0,0,1,0,1,4,3,4,3,3,4,2,1,3,2,4,2,1,3,2,4,1,1,2,3,4,2,3,3,1,4,2,4,2,3,4,2,2,4,2,4,1,1,1,1,5,5,2,88,88,88,1,88,88,88,88,88,1,88,5,2,1,88,88,2,3,5,1,4,1,1,5,1,4,1,3,5,1,5,88,2,5,2,5,1,2,5,1,4,1,2,5,1,3,1,4,4,3,4,88,3,88,4,88,99,3,1,5,5,88,2,5,99,5,5,1,1,1,1,1,1,1962,18000,3,0
834,Lakhisarai,10/20/2020,15:19:00,Patna Court,168,2,48,1,4,1,5,5,1,1,Un employment,2,1,1,2,1,0,0,1,0,0,0,1,4,2,4,3,2,4,2,1,2,3,4,2,1,2,4,4,1,1,2,4,4,2,4,2,4,4,2,4,2,4,3,1,4,2,4,4,1,1,1,1,5,2,4,2,88,3,88,88,2,88,1,88,1,88,1,4,88,1,5,3,5,5,1,3,2,3,5,1,3,1,2,5,2,4,88,4,5,2,1,3,3,5,1,4,1,3,5,1,4,2,3,1,2,3,4,4,88,88,88,99,88,1,99,88,88,4,88,99,1,88,1,1,1,1,1,1,1972,25000,3,0
835,Arrah Bhojpur,10/20/2020,15:53:00,Patna Court,194,2,38,1,4,1,5,5,1,1,Corruption,2,1,1,2,1,0,0,1,0,0,1,1,4,2,88,4,3,4,2,1,4,3,4,2,1,4,2,4,1,1,3,2,4,2,3,1,4,4,2,1,3,2,4,2,1,4,2,4,1,1,1,1,5,5,2,88,1,5,1,1,88,2,4,1,2,4,5,5,5,88,2,3,3,5,88,2,2,88,5,3,4,1,3,5,1,3,4,1,5,1,4,1,3,5,1,5,1,4,5,2,5,2,3,4,2,4,4,2,4,3,3,99,3,2,99,88,99,88,4,1,5,1,88,1,1,1,1,1,1982,10000,2,0
836,Nautan,10/20/2020,16:20:00,Patna Court,6,2,26,1,2,2,3,99,2,2,Corruption,2,2,88,2,1,0,0,1,0,0,0,1,2,4,2,4,88,2,4,1,3,4,2,4,1,3,1,4,1,1,1,2,3,4,2,2,2,4,2,2,3,1,4,1,2,2,1,4,1,1,1,1,4,5,2,3,1,5,1,1,2,88,1,1,5,5,88,2,5,1,2,3,5,88,5,1,88,3,1,5,2,1,4,1,5,2,3,3,1,5,2,2,4,88,5,2,4,1,88,5,2,3,2,1,4,3,88,3,3,88,88,99,88,99,3,99,3,2,5,1,99,2,1,88,1,1,1,1,1994,18000,2,1
837,Nautan,10/20/2020,16:55:00,Patna Court,6,2,28,1,3,2,88,88,2,2,Un employment,2,2,2,2,1,0,1,0,0,1,0,1,2,4,4,2,4,2,4,1,1,2,2,4,1,1,1,2,1,1,3,2,2,4,4,2,2,1,4,4,2,3,2,4,3,2,3,2,1,1,1,1,5,5,88,88,88,1,88,88,1,2,88,3,88,5,5,5,2,1,3,3,5,88,5,3,2,4,88,5,2,2,3,99,5,2,4,2,99,5,99,2,2,1,5,1,99,2,88,5,3,1,3,4,3,4,88,2,88,4,4,5,88,99,3,5,3,5,5,99,5,99,1,1,1,2,1,2,1992,20000,3,1
838,Bakhtiarpur,10/20/2020,13:59:00,Khushrupur,180,1,34,1,4,1,5,5,1,3,Corruption,2,1,2,2,1,1,0,0,0,0,1,1,3,1,88,2,88,3,99,1,2,88,3,88,1,99,88,2,88,1,99,1,2,88,1,88,2,3,1,88,1,4,4,99,1,88,88,2,99,1,99,1,5,3,99,4,3,3,99,2,1,3,4,2,3,88,3,88,4,88,4,1,3,4,1,2,88,2,4,1,1,4,88,3,99,88,5,99,3,99,1,99,88,3,5,88,5,88,3,4,88,2,3,4,1,1,1,4,3,1,3,5,3,1,1,1,1,4,2,3,2,5,2,1,1,1,1,NA,1986,15000,1,0
839,Mokama,10/20/2020,9:34:00,Anishabad,178,2,30,1,1,2,3,1,1,3,Un employment,2,3,4,2,0,0,0,0,1,0,0,1,3,88,3,88,88,88,3,1,1,1,88,3,1,3,3,88,2,1,2,2,4,4,4,2,2,88,3,4,2,4,88,3,88,3,88,88,1,88,1,88,1,1,3,1,1,3,88,2,1,1,3,1,3,1,2,1,2,2,1,2,1,2,88,2,88,2,2,88,2,88,2,2,88,2,1,1,2,88,2,88,2,1,88,2,88,2,2,88,3,88,2,4,88,4,3,4,3,4,3,3,88,1,88,4,5,4,5,4,88,4,88,1,1,4,1,2,1990,12000,3,0
840,Ramgarh,10/20/2020,9:54:00,Anishabad,203,2,28,1,1,2,3,1,4,3,Corruption,1,3,88,2,0,0,0,0,0,1,0,1,88,88,3,3,3,88,1,1,2,1,88,4,1,88,3,88,2,88,3,4,88,3,88,3,4,88,2,88,3,88,88,2,88,3,88,88,1,88,1,1,88,3,88,2,1,2,88,3,1,1,1,1,4,4,88,2,88,3,1,1,1,2,3,88,2,88,1,88,2,88,3,2,88,2,88,2,3,88,3,88,3,2,88,3,88,88,2,88,2,1,2,88,3,88,4,4,2,4,3,4,88,1,5,3,5,4,4,4,88,4,88,1,1,4,1,1,1992,15000,3,0
