N,Constituency,Date,Time,InterviewLocation,FutureContact,Age,Sex,PhoneWorks,StateStatus,StateHeaded,CentralGovtPerformance,StateGovtPerformance,VotedLokSabha2019,VotedAssembly2015,ImportantProblem,GovtResponsibleProblem,PartySolveProblem,CampaignInterest,UsedPhone,UsedPhoneSMS,UsedPhoneEmail,UsedPhoneSocialMedia,UsedPhoneVideo,UsedPhoneNewsSites,UsedPhoneInformation,UsedPhoneEducation,UsedPhoneWhatssapp,SocialMediaContactNDA,SocialMediaContactUPA,SocialMediaContactLJP,SocialMediaContactOthers,SocialMediaContactInd,PhoneContactNDA,PhoneContactUPA,PhoneContactLJP,PhoneContactOthers,PhoneContactInd,SMSContactNDA,SMSContactUPA,SMSContactLJP,SMSContactOthers,SMSContactIndependent,WhatsappContactNDA,WhatsappContactUPA,WhatsappContactLJP,WhatsappContactOthers,WhatsappContactIndependent,F2FHomeContactNDA,F2FHomeContactUPA,F2FHomeContactLJP,F2FHomeContactOthers,F2FHomeContactIndependent,F2FStreetContactNDA,F2FStreetContactUPA,F2FStreetContactLJP,F2FStreetContactOthers,F2FStreetContactIndependent,RoadshowContactBJP,RoadshowContactUPA,RoadshowContactLJP,RoadshowContactOthers,RoadshowContactInd,EmailContactNDA,EmailContactUPA,EmailContactLJP,EmailContactOthers,EmailContactInd,NewsConsumptionNewspapers,NewsConsumptionTV,NewsConsumptionRadio,NewsConsumptionSMS,NewsConsumptionSocialMedia,NewsConsumptionWhatsapp,NewsConsumptionCampaignEmails,NewsConsumptionPamphlets,NewsConsumptionPosters,NewsConsumptionF2F,NewsConsumptionInternet,NewsConsumptionYoutube,NewsConsumptionPhonecall,NewsConsumptionFamily,NewsSharingSocialMedia,NewsSharingSMS,NewsSharingWhatsapp,NewsSharingEmail,NewsSharingF2F,AttentiontoNews,BJPNegativeCampaign,RecirculatedNDA,RecirculatedUPA,RecirculatedLJP,RecirculatedOthers,RecirculatedInd,CreatedNDA,CreatedUPA,CreatedLJP,CreatedOthers,CreatedInd,CommentedNDA,CommentedUPA,CommentedLJP,CommentedOthers,CommentedInd,PostedNDA,PostedUPA,PostedLJP,PostedOthers,PostedInd,RalliesNDA,RalliesUPA,RalliesLJP,RalliesOthers,RalliesInd,MeetingsNDA,MeetingsUPA,MeetingsLJP,MeetingsOthers,MeetingsInd,BJPPolicyRamTemple,BJPPolicyCAA,BJPPolicyReservation,BJPPolicyGauRaksha,BJPPolicyChineseApps,BJPPolicyJEENEEET,BJPPolicyLockdown,BJPPolicyCovid,PerformanceLeaderModi,PerformanceLeaderGandhi,PerformanceLeaderYadav,PerformanceLeaderKumar,PerformanceLeaderMajhi,PerformanceLeaderSushilModi,PerformanceLeaderPaswan,PerformanceLeaderKushwaha,PerformancePartyNDA,PerformancePartyUPA,PerformancePartyLJP,PerformancePartyOther,PerformmancePartyInd,Religion,Caste,OrganisationMember,OrganisationName,BirthYear,HouseholdIncome,WhatsappGroups,Flooding
841,Mohania,10/20/2020,10:21:00,Anishabad,204,2,25,1,2,2,3,88,1,2,Corruption,99,1,99,2,0,0,0,0,0,0,0,1,4,88,4,88,88,88,1,1,3,3,88,88,1,3,4,88,1,1,3,88,88,1,88,4,88,88,3,88,4,88,88,3,88,4,88,88,1,88,1,88,1,1,88,88,1,2,1,88,1,88,2,88,1,2,2,88,2,88,2,1,1,3,88,2,88,2,1,88,2,2,88,2,88,2,88,88,2,88,2,88,1,1,88,2,1,1,2,88,2,88,2,4,88,88,4,4,4,4,2,5,5,1,88,5,88,4,88,5,88,4,88,1,1,4,88,NA,1995,14000,3,0
842,Bhabua,10/20/2020,10:45:00,Anishabad,205,2,28,1,3,1,3,88,2,3,Corruption,1,3,4,2,0,0,0,0,1,0,0,1,3,88,4,88,88,3,3,1,88,88,3,3,1,3,3,1,4,88,3,88,1,88,88,2,88,88,1,88,88,88,88,3,88,2,88,1,1,1,88,88,1,1,3,88,1,3,88,2,88,2,88,2,88,2,3,88,3,88,1,1,1,2,88,2,88,2,1,88,2,88,2,1,88,2,88,2,3,88,2,88,3,2,88,2,88,3,2,88,3,88,3,3,88,4,4,4,3,88,4,3,88,1,88,4,88,4,88,3,88,4,88,1,1,4,88,NA,1992,19000,2,0
843,Chainpur,10/20/2020,11:12:00,Anishabad,206,2,30,1,3,1,3,88,1,3,Corruption,1,4,99,2,0,0,0,0,0,0,1,1,3,88,3,88,3,3,88,1,88,3,4,88,1,88,3,3,88,1,88,3,3,88,3,88,3,3,88,3,88,3,3,88,3,88,3,3,88,1,88,1,2,88,3,88,1,88,2,1,1,3,1,2,1,88,1,88,3,88,2,1,1,3,88,2,88,88,2,88,3,88,1,2,88,2,88,1,2,88,3,88,2,1,88,2,88,1,2,88,2,88,2,4,88,3,4,3,88,3,4,4,88,1,88,4,88,4,88,4,88,4,88,1,1,4,88,NA,1990,19000,2,0
844,Atri,10/20/2020,17:21:00,Patna Court,233,2,30,1,4,1,5,5,1,3,Un employment,2,1,1,2,1,0,0,1,0,1,0,1,4,2,4,2,3,4,2,1,2,4,4,2,1,2,4,4,1,1,2,3,4,1,2,4,3,4,2,4,3,4,4,2,3,4,2,4,1,1,1,1,5,5,88,2,1,3,88,1,1,2,3,4,2,2,88,2,88,88,1,2,5,5,1,2,3,1,5,1,3,2,4,5,1,2,4,2,5,1,3,1,3,5,1,3,1,3,5,3,1,3,3,1,3,4,4,2,88,4,3,99,3,1,99,88,5,4,5,1,5,4,3,1,1,1,1,1,1990,50000,2,0
845,Chenari,10/20/2020,11:32:00,Anishabad,207,2,28,1,1,1,3,88,2,3,Un employment,1,1,1,2,0,0,0,0,0,1,0,1,88,3,88,3,88,88,3,88,3,88,88,3,88,3,88,88,3,88,3,88,88,3,88,3,88,88,3,88,88,88,1,4,1,3,4,88,1,88,1,88,88,4,1,1,3,88,2,88,2,88,2,1,3,1,3,88,3,88,2,1,1,3,88,2,88,2,3,88,3,88,2,2,88,2,88,2,3,88,2,88,2,2,88,2,88,2,1,1,3,88,2,4,3,4,4,2,4,4,3,5,3,88,4,88,4,5,2,4,88,4,88,1,1,4,1,NA,1992,12000,2,0
846,Sasaram,10/20/2020,11:54:00,Anishabad,208,2,30,1,3,1,3,88,1,2,Corruption,2,2,3,2,0,0,1,0,0,0,0,1,4,88,3,88,3,4,88,1,88,3,88,3,88,3,88,88,99,88,3,88,88,3,88,3,88,88,2,88,3,88,88,3,88,3,88,88,1,88,1,88,88,2,88,2,1,2,88,2,88,3,88,2,1,3,2,88,1,88,2,1,1,2,88,2,88,2,2,88,2,88,2,2,88,2,88,2,2,88,2,88,3,2,88,2,88,2,2,88,2,88,2,88,3,88,88,3,4,3,4,5,3,88,4,88,4,88,4,4,88,4,88,1,1,4,88,NA,1990,18000,2,0
847,Keoti,10/20/2020,17:40:00,Patna Court,86,2,48,1,1,2,88,88,2,2,Corruption,2,2,1,2,1,0,1,0,0,1,0,1,2,4,2,2,4,2,4,1,2,4,2,4,1,2,3,1,4,1,4,2,2,4,2,2,3,1,4,1,3,2,2,4,3,2,3,2,1,1,1,1,5,5,3,3,2,1,1,1,2,1,3,2,1,2,5,5,4,1,1,3,5,2,5,2,1,1,1,5,3,3,2,1,4,1,3,2,2,5,3,2,3,1,5,3,4,2,1,5,2,4,2,4,2,4,2,4,3,3,2,1,99,99,1,99,88,3,4,99,1,4,4,4,2,4,1,2,1972,16000,2,1
848,Kargahar,10/20/2020,12:21:00,Anishabad,209,2,30,2,88,88,3,88,1,2,Corruption,99,4,99,2,0,0,0,0,0,1,0,1,88,4,88,4,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,1,4,4,2,88,4,88,3,88,3,3,88,4,88,3,3,88,1,88,1,2,88,2,88,2,88,2,88,3,1,3,1,2,88,2,88,2,1,2,1,1,3,88,2,88,2,5,88,2,88,2,2,88,1,88,2,2,88,2,88,1,1,88,88,3,88,88,2,88,2,88,88,4,88,88,3,88,4,4,5,88,1,88,5,4,88,4,3,88,4,88,4,1,4,1,1,1990,19000,1,0
849,Dinara,10/20/2020,12:43:00,Anishabad,210,2,30,1,88,88,3,88,88,88,Corruption,99,1,3,2,0,0,0,0,1,0,0,1,4,88,4,88,3,3,88,1,88,3,3,88,1,88,3,3,88,1,88,3,2,88,3,88,3,3,88,3,88,3,3,88,3,88,3,2,88,1,88,1,2,88,3,1,1,3,88,2,1,3,1,3,1,3,1,3,88,3,88,1,1,4,1,3,1,2,3,88,2,88,2,2,88,3,88,3,2,88,3,88,3,2,88,2,88,3,3,88,2,1,3,3,88,3,4,3,88,3,4,4,3,1,4,5,4,88,4,4,88,4,88,1,1,4,88,NA,1990,10000,3,0
850,Nokha,10/20/2020,13:10:00,Anishabad,211,2,25,1,88,88,3,88,1,5,Corruption,99,1,3,2,0,0,0,0,0,0,1,1,88,3,88,3,88,88,3,88,3,88,88,2,88,3,88,88,4,88,3,88,88,3,88,3,88,88,2,88,3,88,88,2,88,3,88,88,1,88,1,88,88,2,88,2,88,2,1,3,1,3,1,1,88,2,1,1,2,88,3,1,1,2,88,3,88,2,2,88,1,3,1,2,88,3,88,2,2,88,3,1,1,2,88,2,1,1,2,88,1,1,1,3,88,2,4,3,88,2,2,3,2,88,3,5,3,88,2,3,88,2,88,1,1,4,88,NA,1995,14000,1,0
851,Atri,10/20/2020,18:04:00,Patna Court,233,2,52,1,4,1,5,5,1,3,Un employment,2,1,1,2,1,0,0,0,1,0,1,1,4,2,4,2,4,4,2,1,2,3,4,2,1,2,2,4,2,1,1,3,4,2,3,2,2,4,1,2,2,3,4,2,3,1,3,4,1,1,1,1,5,3,4,2,2,88,2,2,2,1,2,88,3,1,5,1,5,1,1,3,5,5,1,4,88,3,5,1,3,1,4,5,1,3,2,1,5,3,4,1,3,5,1,3,4,2,5,1,3,4,1,99,99,99,99,4,88,88,2,99,2,2,88,2,5,2,5,99,3,4,1,2,1,1,1,1,1968,16000,2,0
852,Nokha,10/20/2020,13:39:00,Anishabad,211,2,28,1,3,1,3,88,4,2,Un employment,1,1,88,2,0,0,0,0,0,0,1,1,88,4,88,3,88,88,3,88,3,88,88,3,88,3,88,88,3,88,3,88,2,2,2,4,4,88,2,88,3,88,88,2,88,3,88,88,1,88,1,88,88,3,88,2,1,2,1,3,88,2,88,3,1,2,2,88,2,88,3,1,1,2,88,3,5,1,88,3,88,3,88,88,88,88,88,88,3,3,88,88,88,88,5,5,88,88,88,4,88,1,88,88,88,4,88,4,88,3,4,88,2,88,88,88,5,3,4,88,5,88,3,4,1,4,88,NA,1992,11000,1,0
853,Dehri,10/20/2020,14:08:00,Anishabad,212,2,30,1,2,2,3,88,4,2,Corruption,1,4,88,2,0,0,0,0,0,1,0,1,88,88,3,4,88,88,88,1,3,3,1,1,1,1,1,88,4,1,4,4,88,3,88,3,4,88,3,88,3,88,88,3,88,2,88,88,88,1,88,88,88,88,1,1,4,1,1,1,2,2,88,88,2,4,88,2,88,2,88,1,1,3,88,2,88,2,1,88,2,88,2,88,2,88,3,88,88,2,88,2,88,88,2,88,3,1,88,2,88,2,88,88,4,4,4,2,88,3,2,5,2,1,4,4,4,5,5,5,88,88,88,4,1,4,1,1,1990,10000,3,0
854,Karakat,10/20/2020,14:31:00,Anishabad,213,2,30,1,4,1,3,88,1,2,Corruption,1,1,3,2,0,0,0,0,0,0,1,1,88,4,88,4,88,88,3,88,3,88,88,3,88,3,88,88,88,1,88,88,2,3,3,3,3,2,88,3,3,3,2,88,88,4,4,2,1,1,1,1,1,88,2,88,3,1,2,1,3,2,1,3,1,2,3,1,3,88,3,1,1,3,88,2,1,2,3,88,2,88,2,2,88,2,1,2,1,88,2,88,2,1,88,2,88,2,2,88,2,1,2,4,88,3,4,3,3,88,3,3,1,1,88,5,5,3,5,4,88,5,88,1,1,4,1,NA,1990,12000,3,0
855,Nautan,10/20/2020,18:26:00,Patna Court,6,2,25,1,1,2,88,88,2,2,Un employment,2,2,4,2,1,0,0,1,1,0,1,1,1,4,3,2,4,1,4,1,2,3,1,4,1,3,1,2,4,1,1,3,1,4,2,3,1,2,4,2,1,3,2,4,2,1,3,2,1,1,1,1,5,4,2,3,1,3,1,1,3,1,1,1,4,1,88,5,5,1,3,2,5,1,5,4,3,2,2,5,3,2,4,1,5,1,2,3,1,5,3,5,2,4,5,2,4,4,2,5,4,5,2,99,99,99,4,4,99,3,2,3,99,99,3,99,3,88,4,4,99,4,88,1,1,2,1,2,1995,15000,3,1
856,Arwal,10/20/2020,14:54:00,Anishabad,214,2,25,1,3,1,3,1,4,2,Rape,99,1,3,2,0,0,0,0,1,0,0,1,88,3,88,4,88,88,2,88,3,88,88,2,88,3,88,88,3,88,3,88,88,3,88,3,88,88,3,88,88,88,88,3,88,88,88,88,1,88,1,88,88,4,88,3,88,2,1,1,3,1,2,1,2,88,1,3,88,2,88,1,1,2,88,2,88,2,3,88,2,88,2,3,88,2,88,2,3,88,2,88,2,2,88,2,1,2,3,88,3,88,3,3,88,3,3,4,3,3,4,4,1,1,2,88,4,88,4,4,88,4,88,1,1,1,1,NA,1995,16000,1,0
857,Kurtha,10/20/2020,15:21:00,Anishabad,215,2,28,1,3,1,3,88,1,3,Rape,99,4,3,2,0,0,0,0,1,0,0,1,88,3,88,3,88,88,3,88,3,88,88,2,88,3,4,88,3,88,3,88,88,2,88,3,88,88,1,88,3,88,88,2,88,3,88,88,1,88,1,88,88,3,1,3,2,2,1,1,3,1,3,1,3,88,88,3,88,1,1,1,2,2,88,3,88,2,88,3,88,2,88,88,3,88,3,1,1,3,88,3,88,1,3,88,2,88,1,3,88,2,88,88,4,4,88,4,88,3,2,88,2,88,4,5,88,4,88,5,4,88,4,4,1,4,88,NA,1992,13000,3,0
858,Atri,10/20/2020,18:49:00,Patna Court,233,2,32,1,4,1,5,5,1,3,Un employment,2,1,1,2,1,0,1,0,0,0,0,1,4,2,3,3,2,4,2,1,3,2,4,2,1,3,2,4,1,1,3,2,3,4,3,2,3,2,4,2,3,2,2,4,2,3,1,2,1,1,1,1,5,4,2,3,1,1,88,2,88,1,2,88,2,1,88,5,5,1,1,3,5,5,1,3,1,2,2,5,1,3,1,1,5,1,3,1,88,5,3,88,2,88,5,3,2,1,1,5,4,2,3,4,4,3,4,3,4,4,4,99,2,1,99,3,88,4,5,99,1,4,4,1,1,1,1,1,1988,10000,3,0
859,Jehanabad,10/20/2020,15:56:00,Anishabad,216,2,30,1,2,88,3,88,1,2,Corruption,1,4,4,2,0,0,0,0,0,1,0,1,4,88,4,88,88,88,88,1,4,4,88,88,1,2,4,88,3,88,3,4,88,88,3,88,88,88,3,88,3,88,88,3,88,3,88,88,1,88,1,88,88,3,88,3,88,2,88,2,88,2,88,2,88,2,1,1,2,88,1,2,1,3,88,2,88,2,3,88,3,88,2,3,88,2,88,2,3,88,3,88,3,2,88,2,88,2,2,88,2,88,2,4,88,3,88,3,88,3,4,3,88,1,88,4,5,4,5,4,88,4,88,1,1,4,1,2,1990,14000,2,0
860,Ghosi,10/20/2020,16:23:00,Anishabad,217,2,28,1,3,1,3,88,4,2,Rape,1,3,4,2,0,0,0,0,0,1,0,1,88,4,88,4,88,88,4,88,4,88,88,4,88,4,88,88,4,88,4,88,88,4,88,4,88,88,4,2,2,2,88,3,4,3,4,88,1,1,1,1,88,88,2,88,1,2,1,2,88,2,1,2,3,1,1,3,1,2,88,1,1,1,88,2,88,2,2,88,2,88,2,1,88,2,88,2,2,88,2,88,2,2,88,2,88,2,2,88,2,88,2,3,4,3,4,3,88,3,4,4,88,1,5,3,88,4,88,4,88,3,5,1,1,4,1,NA,1992,13000,1,0
861,Gaya Town,10/20/2020,19:09:00,Patna Court,230,2,46,1,4,1,5,5,1,3,Un employment,2,1,1,2,1,0,0,1,0,0,0,1,4,1,4,2,3,4,2,1,2,3,4,2,1,2,3,4,2,1,2,3,4,2,4,2,2,4,1,4,2,3,4,1,3,2,3,4,1,1,1,1,1,4,5,5,88,2,1,2,3,1,2,2,1,3,5,2,1,1,1,4,4,5,1,3,2,3,5,1,3,2,3,5,2,3,2,4,5,3,1,4,2,5,2,2,4,2,5,2,4,2,3,1,3,3,88,3,4,2,4,99,2,1,99,4,4,5,3,99,4,88,4,1,1,1,1,1,1974,18000,2,0
862,Makhdumpur,10/20/2020,16:47:00,Anishabad,218,2,40,1,1,88,3,88,4,2,Rape,1,4,3,2,0,0,0,0,0,1,0,1,88,3,88,3,88,88,3,88,3,88,88,3,88,3,88,88,3,88,3,88,88,88,88,88,88,88,3,88,3,88,88,2,88,3,88,88,1,88,1,88,88,2,88,2,1,2,1,2,88,2,88,1,1,1,2,88,2,88,2,2,2,2,88,2,88,2,2,88,3,88,2,2,88,2,88,2,3,88,2,88,2,3,88,1,1,1,1,88,1,1,1,4,88,4,4,4,4,4,4,5,1,1,5,3,5,5,5,88,4,5,4,1,1,4,88,NA,1980,25000,2,0
863,Goh,10/20/2020,17:29:00,Anishabad,219,2,25,1,1,88,3,88,1,3,Corruption,2,4,4,2,0,0,0,0,0,1,0,1,88,3,88,4,88,88,3,88,3,88,88,2,88,88,88,88,3,88,88,88,88,3,88,88,88,88,3,88,4,3,88,3,4,3,4,88,1,88,88,88,1,3,2,2,2,88,1,1,1,2,1,3,1,2,1,2,88,2,88,2,2,2,3,1,88,88,88,2,88,2,88,88,2,88,2,88,88,3,88,2,88,88,2,88,2,88,88,3,88,2,88,88,4,88,88,4,88,4,2,5,1,1,88,5,88,88,4,88,4,88,5,4,1,4,1,NA,1995,15000,2,0
864,Atri,10/20/2020,19:30:00,Patna Court,233,2,42,1,4,1,5,3,1,3,Corruption,2,1,1,2,1,0,1,0,0,1,0,1,4,2,4,2,3,4,2,1,2,2,4,2,1,2,2,4,1,1,2,2,4,2,3,1,3,4,2,4,2,3,4,2,3,2,2,4,1,1,1,1,5,5,4,2,3,2,1,1,2,1,1,4,1,2,5,5,4,2,1,3,5,5,1,4,2,1,5,2,4,2,2,5,3,5,2,4,5,2,5,2,4,5,1,5,1,4,5,2,5,3,1,4,3,4,4,3,88,4,2,99,2,1,99,4,88,5,5,1,88,3,5,1,1,1,1,1,1978,14000,2,0
865,Obra,10/22/2020,11:08:00,Bazar Samiti,220,2,28,1,2,88,3,88,4,2,Rape,99,4,3,2,0,0,0,0,0,1,0,1,88,3,88,4,88,88,4,88,4,88,88,4,88,4,88,88,4,88,4,88,88,3,88,4,88,88,4,88,4,88,88,4,88,4,88,88,1,88,1,88,88,2,88,2,1,2,1,2,88,2,1,3,1,2,2,88,2,88,2,1,1,3,88,2,88,1,3,88,2,88,2,3,88,2,1,3,2,88,2,88,2,2,88,1,88,2,1,88,88,88,88,4,88,4,4,4,4,88,3,4,88,1,88,5,88,5,4,4,88,4,88,1,1,4,99,NA,1992,19000,1,0
866,Bakhtiarpur,10/22/2020,11:28:00,Khushrupur,180,1,36,1,3,2,4,2,1,3,Corruption,2,1,2,2,1,1,1,0,0,0,0,1,2,3,2,88,88,2,88,1,88,3,3,2,88,2,4,3,1,88,2,88,3,88,2,4,2,3,2,2,99,88,3,99,2,88,3,3,1,88,1,88,3,4,88,3,4,3,88,5,2,5,3,1,3,99,3,4,2,2,4,1,3,3,5,1,99,1,3,88,2,88,1,3,1,3,88,2,4,88,3,88,99,3,88,3,88,2,4,88,3,1,3,4,2,1,1,4,1,2,1,5,1,3,1,1,1,3,2,3,88,1,3,4,1,1,1,NA,1984,15000,1,0
867,Nabinagar,10/22/2020,11:43:00,Bazar Samiti,221,2,25,1,88,88,3,88,4,2,Acid Attack,99,4,3,2,0,0,0,0,0,1,0,1,88,4,88,4,88,88,4,88,4,88,88,4,88,4,88,88,4,88,4,88,88,4,88,4,88,88,4,88,4,88,88,4,88,4,88,88,1,88,1,88,88,2,88,2,88,2,88,2,88,2,88,2,1,2,88,2,88,3,88,1,1,2,88,2,88,2,1,88,2,88,2,3,88,2,88,2,2,88,88,2,1,88,2,88,2,88,88,2,88,1,88,88,88,4,88,4,88,3,2,88,2,88,4,88,88,5,88,88,5,88,5,4,1,4,88,NA,1995,10000,1,0
868,Gaya Town,10/22/2020,12:13:00,Patna Court,230,2,40,1,4,1,5,5,1,3,Female safety,2,1,1,2,1,1,0,1,0,0,0,1,4,3,4,2,3,4,2,1,2,3,4,2,1,3,3,4,2,1,2,3,4,2,3,1,2,4,2,4,2,3,4,1,3,1,2,4,1,1,1,1,5,4,3,3,1,2,88,88,3,88,1,2,2,4,99,5,5,1,1,2,5,5,88,1,3,1,5,1,3,2,3,5,2,5,2,3,5,2,5,2,4,5,2,5,3,4,5,2,4,3,4,4,2,4,4,3,2,4,2,99,2,1,88,5,4,88,5,99,5,4,99,1,1,1,1,1,1980,15000,3,0
869,Kutumba,10/22/2020,12:05:00,Bazar Samiti,222,2,25,1,2,2,3,1,2,2,Corruption,1,3,3,2,0,0,0,0,0,1,0,1,88,4,88,4,88,88,3,88,4,88,88,3,88,88,3,88,3,88,3,88,88,3,88,3,88,88,3,88,3,88,88,3,88,3,88,88,1,88,1,88,88,2,88,2,88,1,1,2,88,88,1,88,1,88,88,2,88,2,88,1,1,1,2,88,2,88,88,2,88,2,88,88,2,88,2,88,88,2,88,2,88,88,2,88,2,88,88,2,88,2,88,88,4,88,88,3,88,88,3,88,1,4,88,4,4,4,88,88,4,88,4,4,1,4,1,3,1995,18000,2,0
870,Aurangabad,10/22/2020,12:22:00,Bazar Samiti,223,2,28,1,1,2,1,1,4,2,Rape,2,3,4,2,0,0,0,0,0,1,0,1,88,88,88,4,2,2,88,1,88,2,2,88,1,88,2,2,4,1,88,2,2,3,2,3,3,2,88,88,3,4,3,88,3,88,3,3,88,1,1,88,88,1,1,3,2,3,2,3,1,3,2,3,88,2,2,88,3,1,3,1,2,3,88,2,88,2,3,88,2,88,2,3,88,2,88,2,1,88,2,88,2,3,88,1,88,2,1,88,1,88,2,4,88,88,88,4,88,88,4,5,2,88,88,88,88,5,88,88,88,5,88,1,1,4,88,NA,1992,12000,2,0
871,Atri,10/22/2020,15:53:00,Patna Court,233,2,52,1,4,1,5,5,1,3,Rape,2,1,1,2,1,1,0,1,0,0,0,1,4,1,4,3,3,4,1,1,4,3,4,2,3,2,4,4,1,1,3,2,4,2,4,3,3,4,2,4,2,3,4,2,2,1,3,4,1,1,1,1,5,5,5,1,1,3,1,2,4,1,88,4,2,1,5,5,5,1,2,3,5,5,2,4,3,1,5,2,3,1,3,5,3,88,4,1,5,2,4,1,3,5,1,4,4,1,5,88,3,1,4,4,2,4,88,4,99,88,2,99,2,1,99,5,5,5,88,5,2,5,3,1,1,1,1,1,1968,20000,2,0
872,Kumhrar,10/22/2020,10:24:00,Saguna  more,183,2,29,1,3,2,3,2,1,3,Corruption,2,2,2,2,1,0,1,1,1,1,0,1,4,88,4,3,3,4,3,1,88,3,4,2,4,3,3,4,3,1,4,3,4,3,4,4,3,4,4,4,3,3,4,3,3,4,4,88,1,1,1,1,2,3,5,5,1,4,1,4,88,2,3,2,2,2,1,4,2,3,2,1,2,88,3,2,2,2,88,3,88,2,2,1,3,88,2,2,1,3,1,2,1,1,3,88,2,2,1,3,1,1,1,4,2,88,3,4,2,4,3,5,2,4,4,1,4,4,2,5,2,4,2,1,1,1,1,1,1991,20000,1,0
873,Danapur,10/22/2020,17:17:00,Fatuha,186,2,40,1,4,1,3,2,4,3,Poverty and Crime,1,4,3,2,0,1,0,0,0,0,0,1,3,88,88,4,3,2,4,1,3,88,2,3,4,4,3,2,3,1,4,2,3,4,4,4,3,3,4,4,3,1,4,3,4,3,3,4,88,1,1,1,3,3,2,2,2,1,2,2,3,2,3,2,3,4,1,2,2,3,2,2,4,2,1,3,1,2,2,2,2,2,3,3,3,1,3,2,3,3,2,4,3,3,2,3,4,2,3,4,3,1,3,3,3,3,3,2,2,3,3,2,1,88,3,4,4,2,5,2,4,5,3,1,6,88,88,NA,1980,6000,3,0
874,Rafiganj,10/22/2020,12:43:00,Bazar Samiti,224,2,28,1,1,2,3,88,1,3,Rape,1,3,3,2,0,0,0,1,0,0,0,1,3,88,4,88,4,3,88,1,88,4,4,88,4,88,4,3,88,1,88,4,3,88,4,88,4,4,88,4,88,4,3,88,4,88,4,3,88,1,88,1,2,88,1,88,1,88,1,88,1,88,1,1,88,1,1,88,1,88,1,1,1,1,88,1,88,1,2,88,1,88,1,88,1,2,88,2,88,2,88,2,88,88,3,4,4,3,88,3,2,4,2,1,4,3,4,4,88,88,2,88,2,88,4,88,4,2,88,88,2,3,88,1,1,4,1,2,1992,16000,2,0
875,Biharsharif,10/22/2020,10:35:00,Patna Court,172,2,41,1,4,1,5,5,1,3,Rape,2,1,1,2,1,1,0,0,0,0,0,1,4,2,4,4,2,4,2,1,4,2,4,2,4,3,4,4,2,1,2,3,4,2,4,3,2,4,2,4,2,3,4,2,4,2,4,4,1,1,1,1,5,5,2,2,1,88,1,88,1,1,88,2,2,1,5,4,1,1,3,3,3,5,2,5,1,4,5,1,4,2,4,5,1,4,3,3,5,1,4,2,2,5,4,2,5,4,5,2,5,2,4,4,2,4,4,4,99,99,2,5,2,1,5,5,3,5,88,5,1,4,4,4,1,1,1,1,1979,12000,3,0
876,Kumhrar,10/22/2020,10:52:00,Saguna  more,183,2,27,1,2,2,3,1,1,3,Corruption,1,4,3,2,1,0,1,0,0,0,0,1,4,88,4,3,4,88,3,88,3,3,4,3,4,4,2,4,3,1,4,3,4,2,88,4,3,88,2,88,4,3,88,3,88,4,3,88,1,1,1,1,1,3,1,3,88,2,2,1,2,88,1,1,2,88,1,2,1,2,1,1,3,1,3,1,2,2,1,3,2,1,3,1,3,1,2,2,1,1,1,2,2,1,3,1,2,2,1,2,1,88,2,88,88,3,4,4,4,3,2,5,2,2,3,3,4,4,4,3,5,4,3,2,1,4,1,1,1993,15000,1,0
877,Bakhtiarpur,10/22/2020,13:59:00,Khushrupur,180,1,35,1,2,1,4,1,1,2,Corruption,2,1,2,2,1,1,1,0,1,0,0,1,2,4,2,88,88,2,4,1,88,88,3,2,4,99,88,2,3,4,4,88,3,1,88,3,88,2,4,88,2,88,3,4,2,4,88,2,1,1,88,1,5,4,88,4,88,3,88,3,5,2,3,2,3,88,3,5,3,3,5,1,2,3,1,4,1,88,3,4,1,88,88,2,88,3,88,1,2,88,4,88,1,5,2,4,1,3,3,1,4,1,4,4,1,1,1,1,1,4,2,5,2,2,1,1,2,3,2,2,4,1,2,2,1,1,1,NA,1985,15000,1,0
878,Digha,10/22/2020,11:09:00,Saguna  more,181,2,30,1,2,1,5,3,1,3,Corruption,1,4,3,2,1,0,0,1,1,0,0,1,1,1,3,4,4,1,1,1,4,4,1,1,1,4,4,1,1,1,4,4,1,1,2,4,4,1,3,3,3,2,1,2,3,3,2,1,1,1,1,1,2,2,4,2,1,2,2,2,2,1,2,2,3,3,1,3,3,3,3,2,2,88,2,3,3,1,4,3,2,2,2,5,3,2,1,3,2,4,1,3,1,4,1,2,3,1,4,2,3,3,1,3,3,4,3,4,4,4,3,2,1,2,1,2,2,4,2,1,1,4,4,5,1,1,1,1,1990,20000,1,0
879,Gurua,10/22/2020,13:10:00,Bazar Samiti,225,2,26,1,3,2,3,88,2,3,Corruption,2,2,2,2,0,0,1,0,0,0,0,1,3,88,3,88,3,3,88,88,88,88,4,4,88,4,88,3,88,3,88,3,2,88,3,88,2,2,88,88,3,3,2,88,3,88,3,2,88,1,88,1,3,88,2,88,3,88,2,88,2,88,3,88,3,1,3,88,3,88,3,1,1,2,88,2,88,2,4,88,3,88,3,3,88,3,88,2,3,88,3,88,3,3,88,3,88,3,3,88,3,88,3,2,88,2,88,3,88,3,4,3,88,2,5,4,88,4,5,3,88,4,88,4,1,4,88,NA,1994,17000,3,0
